method,recipe_name,edge_violated,violation_effect_v,normalized_effect_v,exceeds_noise_v,correct_direction_v,violation_effect_u,normalized_effect_u,exceeds_noise_u,correct_direction_u
ares,ramen,4->12,0.6060606241226196,1.0,False,True,0.6666666865348816,0.8461538141472121,False,True
ares,ramen,10->13,0.939393937587738,1.29166667861864,True,True,0.0,0.0,False,False
ares,ramen,11->15,0.4848484992980957,0.8,False,True,0.39393940567970276,0.6842105617318465,False,True
ares,ramen,2->16,0.0,0.0,False,False,0.24242424964904785,0.25,False,True
ares,sautedmushrooms,2->1,0.05882364511489868,0.6666668918394023,False,True,0.0882352963089943,0.20000000337759652,False,True
ares,sautedmushrooms,5->3,-0.7647059485316277,2.6000001165270756,True,False,0.0,,False,False
ares,sautedmushrooms,11->4,0.05882352963089943,0.06451612705525704,False,True,0.0,,False,False
ares,sautedmushrooms,9->5,0.0,,False,False,0.14705890417099,0.17857152744367466,False,True
ares,sautedmushrooms,10->6,0.029411792755126953,0.04761908438199645,False,True,-0.029411733150482178,0.07142849905149846,False,False
ares,sautedmushrooms,14->7,0.38235294818878174,0.41935483027447307,False,True,0.0,0.0,False,False
ares,sautedmushrooms,4->9,0.8823530077934265,1.0714286580225647,True,True,-0.6764705739915371,0.7419354427493464,False,False
ares,sautedmushrooms,1->10,0.26470595598220825,0.6428573599883618,False,True,0.7941177412867546,8.999986405196086,True,True
ares,sautedmushrooms,6->11,-0.16470588743686676,,True,False,0.4117647409439087,0.6666666023315062,False,True
ares,sautedmushrooms,18->12,0.29411765933036804,0.6666666891839768,False,True,0.14705882966518402,0.27777777465037373,False,True
ares,sautedmushrooms,15->13,0.0,,False,False,0.0,0.0,False,False
ares,sautedmushrooms,3->16,0.0,,False,False,0.11764705926179886,0.3999999848008162,False,True
ares,sautedmushrooms,13->17,0.11764705926179886,0.5,False,True,0.0,,False,False
ares,sautedmushrooms,12->19,0.38235294818878174,1.0,False,True,0.29411765933036804,0.6666666891839768,False,True
ares,scrambledeggs,9->3,0.02857142873108387,0.06666666637692187,False,True,-0.08571428805589676,0.2727272705721462,False,False
ares,scrambledeggs,5->8,0.0,0.0,False,False,-0.17142857611179352,0.6666666473503476,False,False
ares,scrambledeggs,21->9,0.0,0.0,False,False,0.3142857253551483,0.6874999755527842,False,True
ares,scrambledeggs,8->11,0.0,,False,False,-0.6857143044471741,1.7142857355730872,True,False
ares,scrambledeggs,18->13,-0.6571428775787354,1.095238085777041,True,False,0.0,,False,False
ares,scrambledeggs,15->14,0.0,0.0,False,False,0.0,,False,False
ares,scrambledeggs,13->15,0.0,,False,False,0.0,0.0,False,False
ares,scrambledeggs,2->16,0.0,,False,False,0.0,0.0,False,False
ares,scrambledeggs,14->17,0.0,,False,False,0.0,0.0,False,False
ares,scrambledeggs,16->22,0.08571428805589676,0.23076923231225038,False,True,0.0,,False,False
ares,scrambledeggs,17->24,0.0,,False,False,0.0,,False,False
ares,spicedhotchocolate,3->1,0.0,0.0,False,False,0.0,0.0,False,False
ares,spicedhotchocolate,2->3,0.0,0.0,False,False,0.0,,False,False
ares,spicedhotchocolate,7->5,0.0,0.0,False,False,0.03448275849223137,0.25,False,True
ares,spicedhotchocolate,1->9,0.0,,False,False,0.0,0.0,False,False
ares,spicedhotchocolate,6->7,0.0,0.0,False,False,0.0,,False,False
